taxon_order,category,species_code,primary_com_name,sci_name,order,family,species_group,report_as,family_common
6718,issf,eurstp2,european storm-petrel (mediterranean),hydrobates pelagicus melitensis,procellariiformes,hydrobatidae,,bripet,northern storm-petrels
6719,species,ftspet,fork-tailed storm-petrel,hydrobates furcatus,procellariiformes,hydrobatidae,,,northern storm-petrels
6722,species,rispet1,ringed storm-petrel,hydrobates hornbyi,procellariiformes,hydrobatidae,,,northern storm-petrels
6723,species,lcspet,leach's storm-petrel,hydrobates leucorhous,procellariiformes,hydrobatidae,,,northern storm-petrels
6724,issf,leastp3,leach's storm-petrel (leach's),hydrobates leucorhous leucorhous,procellariiformes,hydrobatidae,,lcspet,northern storm-petrels
6725,issf,leastp4,leach's storm-petrel (chapman's),hydrobates leucorhous chapmani,procellariiformes,hydrobatidae,,lcspet,northern storm-petrels
6726,species,leastp5,townsend's storm-petrel,hydrobates socorroensis,procellariiformes,hydrobatidae,,,northern storm-petrels
6727,slash,y00937,leach's/townsend's storm-petrel,hydrobates leucorhous/socorroensis,procellariiformes,hydrobatidae,,,northern storm-petrels
6728,form,leastp1,leach's/townsend's storm-petrel (dark-rumped),hydrobates leucorhous/socorroensis (dark-rumped),procellariiformes,hydrobatidae,,,northern storm-petrels
6729,form,y00938,leach's/townsend's storm-petrel (white-rumped),hydrobates leucorhous/socorroensis (white-rumped),procellariiformes,hydrobatidae,,,northern storm-petrels
6730,species,leastp2,ainley's storm-petrel,hydrobates cheimomnestes,procellariiformes,hydrobatidae,,,northern storm-petrels
6731,slash,y00939,leach's/townsend's/ainley's storm-petrel,hydrobates leucorhoa/socorroensis/cheimomnestes,procellariiformes,hydrobatidae,,,northern storm-petrels
6732,species,swspet,swinhoe's storm-petrel,hydrobates monorhis,procellariiformes,hydrobatidae,,,northern storm-petrels
6733,species,asspet,ashy storm-petrel,hydrobates homochroa,procellariiformes,hydrobatidae,,,northern storm-petrels
6734,species,barpet,band-rumped storm-petrel,hydrobates castro,procellariiformes,hydrobatidae,,,northern storm-petrels
6735,form,barstp4,band-rumped storm-petrel (madeiran),hydrobates castro castro,procellariiformes,hydrobatidae,,barpet,northern storm-petrels
6736,form,barstp3,band-rumped storm-petrel (grant's),hydrobates castro [undescribed form],procellariiformes,hydrobatidae,,barpet,northern storm-petrels
6737,form,barstp5,band-rumped storm-petrel (darwin's),hydrobates castro bangsi,procellariiformes,hydrobatidae,,barpet,northern storm-petrels
6738,species,monstp1,monteiro's storm-petrel,hydrobates monteiroi,procellariiformes,hydrobatidae,,,northern storm-petrels
6739,species,cavstp1,cape verde storm-petrel,hydrobates jabejabe,procellariiformes,hydrobatidae,,,northern storm-petrels
6740,spuh,oceano2,hydrobates sp. (band-rumped complex),hydrobates sp. (band-rumped complex),procellariiformes,hydrobatidae,,,northern storm-petrels
6741,species,wrspet,wedge-rumped storm-petrel,hydrobates tethys,procellariiformes,hydrobatidae,,,northern storm-petrels
6744,species,bkspet,black storm-petrel,hydrobates melania,procellariiformes,hydrobatidae,,,northern storm-petrels
6745,species,guspet,guadalupe storm-petrel,hydrobates macrodactyla,procellariiformes,hydrobatidae,,,northern storm-petrels
6746,species,maspet,markham's storm-petrel,hydrobates markhami,procellariiformes,hydrobatidae,,,northern storm-petrels
6747,slash,y00715,black/markham's storm-petrel,hydrobates melania/markhami,procellariiformes,hydrobatidae,,,northern storm-petrels
6748,species,maspet2,matsudaira's storm-petrel,hydrobates matsudairae,procellariiformes,hydrobatidae,,,northern storm-petrels
6749,species,trspet,tristram's storm-petrel,hydrobates tristrami,procellariiformes,hydrobatidae,,,northern storm-petrels
6750,species,lsspet,least storm-petrel,hydrobates microsoma,procellariiformes,hydrobatidae,,,northern storm-petrels
6751,spuh,oceano1,hydrobates sp.,hydrobates sp.,procellariiformes,hydrobatidae,,,northern storm-petrels
6752,spuh,stormp1,storm-petrel sp. (dark-rumped),oceanitidae/hydrobatidae sp. (dark-rumped),procellariiformes,,,,
6753,spuh,stormp2,storm-petrel sp. (white-rumped),oceanitidae/hydrobatidae sp. (white-rumped),procellariiformes,,,,
6754,spuh,stopet,storm-petrel sp.,oceanitidae/hydrobatidae sp.,procellariiformes,,,,
6755,species,angpet1,southern giant-petrel,macronectes giganteus,procellariiformes,procellariidae,"petrels, shearwaters, and diving-petrels",,shearwaters and petrels
6756,species,norgip1,northern giant-petrel,macronectes halli,procellariiformes,procellariidae,,,shearwaters and petrels
6757,slash,y00228,northern/southern giant-petrel,macronectes giganteus/halli,procellariiformes,procellariidae,,,shearwaters and petrels
6758,species,norful,northern fulmar,fulmarus glacialis,procellariiformes,procellariidae,,,shearwaters and petrels
6759,issf,norful4,northern fulmar (atlantic),fulmarus glacialis glacialis/auduboni,procellariiformes,procellariidae,,norful,shearwaters and petrels
6762,issf,norful3,northern fulmar (pacific),fulmarus glacialis rodgersii,procellariiformes,procellariidae,,norful,shearwaters and petrels
6763,species,souful1,southern fulmar,fulmarus glacialoides,procellariiformes,procellariidae,,,shearwaters and petrels
6764,species,antpet1,antarctic petrel,thalassoica antarctica,procellariiformes,procellariidae,,,shearwaters and petrels
6765,species,cappet,cape petrel,daption capense,procellariiformes,procellariidae,,,shearwaters and petrels
6766,issf,cappet1,cape petrel (antarctic),daption capense capense,procellariiformes,procellariidae,,cappet,shearwaters and petrels
6767,issf,cappet2,cape petrel (snares),daption capense australe,procellariiformes,procellariidae,,cappet,shearwaters and petrels
6768,species,snopet1,snow petrel,pagodroma nivea,procellariiformes,procellariidae,,,shearwaters and petrels
6771,species,kerpet2,kerguelen petrel,aphrodroma brevirostris,procellariiformes,procellariidae,,,shearwaters and petrels
6772,species,lshpet1,large st. helena petrel,pterodroma rupinarum,procellariiformes,procellariidae,,,shearwaters and petrels
6773,species,grwpet3,great-winged petrel,pterodroma macroptera,procellariiformes,procellariidae,,,shearwaters and petrels
6774,species,grwpet2,gray-faced petrel,pterodroma gouldi,procellariiformes,procellariidae,,,shearwaters and petrels
6775,slash,grwpet1,great-winged/gray-faced petrel,pterodroma macroptera/gouldi,procellariiformes,procellariidae,,,shearwaters and petrels
6776,species,kerpet,kermadec petrel,pterodroma neglecta,procellariiformes,procellariidae,,,shearwaters and petrels
6779,species,magpet1,magenta petrel,pterodroma magentae,procellariiformes,procellariidae,,,shearwaters and petrels
6780,species,tripet1,trindade petrel,pterodroma arminjoniana,procellariiformes,procellariidae,,,shearwaters and petrels
6781,species,herpet2,herald petrel,pterodroma heraldica,procellariiformes,procellariidae,,,shearwaters and petrels
6782,slash,herpet,trindade/herald petrel,pterodroma arminjoniana/heraldica,procellariiformes,procellariidae,,,shearwaters and petrels
6783,species,murpet,murphy's petrel,pterodroma ultima,procellariiformes,procellariidae,,,shearwaters and petrels
6784,species,solpet1,providence petrel,pterodroma solandri,procellariiformes,procellariidae,,,shearwaters and petrels
6785,species,henpet1,henderson petrel,pterodroma atrata,procellariiformes,procellariidae,,,shearwaters and petrels
6786,species,madpet,zino's petrel,pterodroma madeira,procellariiformes,procellariidae,,,shearwaters and petrels
6787,species,feapet1,fea's petrel,pterodroma feae,procellariiformes,procellariidae,,,shearwaters and petrels
6788,issf,feapet3,fea's petrel (fea's),pterodroma feae feae,procellariiformes,procellariidae,,feapet1,shearwaters and petrels
6789,issf,feapet2,fea's petrel (desertas),pterodroma feae deserta,procellariiformes,procellariidae,,feapet1,shearwaters and petrels
6790,slash,y00609,zino's/fea's petrel,pterodroma madeira/feae,procellariiformes,procellariidae,,,shearwaters and petrels
6791,species,soppet1,soft-plumaged petrel,pterodroma mollis,procellariiformes,procellariidae,,,shearwaters and petrels
6794,species,barpet1,barau's petrel,pterodroma baraui,procellariiformes,procellariidae,,,shearwaters and petrels
6795,species,whhpet1,white-headed petrel,pterodroma lessonii,procellariiformes,procellariidae,,,shearwaters and petrels
6796,species,motpet,mottled petrel,pterodroma inexpectata,procellariiformes,procellariidae,,,shearwaters and petrels
6797,species,berpet,bermuda petrel,pterodroma cahow,procellariiformes,procellariidae,,,shearwaters and petrels
6798,species,bkcpet,black-capped petrel,pterodroma hasitata,procellariiformes,procellariidae,,,shearwaters and petrels
6799,issf,bkcpet1,black-capped petrel (hasitata),pterodroma hasitata hasitata,procellariiformes,procellariidae,,bkcpet,shearwaters and petrels
6800,issf,bkcpet2,black-capped petrel (jamaican),pterodroma hasitata caribbaea,procellariiformes,procellariidae,,bkcpet,shearwaters and petrels
6801,form,bkcpet4,black-capped petrel (white-faced),pterodroma hasitata (white-faced),procellariiformes,procellariidae,,bkcpet,shearwaters and petrels
6802,form,bkcpet3,black-capped petrel (dark-faced),pterodroma hasitata (dark-faced),procellariiformes,procellariidae,,bkcpet,shearwaters and petrels
6803,slash,y00713,bermuda/black-capped petrel,pterodroma cahow/hasitata,procellariiformes,procellariidae,,,shearwaters and petrels
6804,species,jufpet,juan fernandez petrel,pterodroma externa,procellariiformes,procellariidae,,,shearwaters and petrels
6805,species,atlpet1,atlantic petrel,pterodroma incerta,procellariiformes,procellariidae,,,shearwaters and petrels
6806,species,galpet,galapagos petrel,pterodroma phaeopygia,procellariiformes,procellariidae,,,shearwaters and petrels
6807,species,hawpet1,hawaiian petrel,pterodroma sandwichensis,procellariiformes,procellariidae,,,shearwaters and petrels
6808,slash,y00472,galapagos/hawaiian petrel (dark-rumped petrel),pterodroma phaeopygia/sandwichensis,procellariiformes,procellariidae,,,shearwaters and petrels
6809,species,whnpet,white-necked petrel,pterodroma cervicalis,procellariiformes,procellariidae,,,shearwaters and petrels
6810,slash,y01135,juan fernandez/white-necked petrel,pterodroma externa/cervicalis,procellariiformes,procellariidae,,,shearwaters and petrels
6811,species,bonpet,bonin petrel,pterodroma hypoleuca,procellariiformes,procellariidae,,,shearwaters and petrels
6812,species,bkwpet,black-winged petrel,pterodroma nigripennis,procellariiformes,procellariidae,,,shearwaters and petrels
6813,species,chapet1,chatham petrel,pterodroma axillaris,procellariiformes,procellariidae,,,shearwaters and petrels
6814,species,coopet,cook's petrel,pterodroma cookii,procellariiformes,procellariidae,,,shearwaters and petrels
6815,species,maspet3,masatierra petrel,pterodroma defilippiana,procellariiformes,procellariidae,,,shearwaters and petrels
6816,species,goupet1,gould's petrel,pterodroma leucoptera,procellariiformes,procellariidae,,,shearwaters and petrels
6817,issf,goupet2,gould's petrel (gould's),pterodroma leucoptera leucoptera,procellariiformes,procellariidae,,goupet1,shearwaters and petrels
6818,issf,goupet3,gould's petrel (new caledonia),pterodroma leucoptera caledonica,procellariiformes,procellariidae,,goupet1,shearwaters and petrels
6819,species,colpet1,collared petrel,pterodroma brevipes,procellariiformes,procellariidae,,,shearwaters and petrels
6820,issf,goupet4,collared petrel (collared),pterodroma brevipes brevipes,procellariiformes,procellariidae,,colpet1,shearwaters and petrels
6821,issf,goupet5,collared petrel (magnificent),pterodroma brevipes magnificens,procellariiformes,procellariidae,,colpet1,shearwaters and petrels
6822,species,stepet,stejneger's petrel,pterodroma longirostris,procellariiformes,procellariidae,,,shearwaters and petrels
6823,species,pycpet1,pycroft's petrel,pterodroma pycrofti,procellariiformes,procellariidae,,,shearwaters and petrels
6824,spuh,coopet1,cookilaria petrel sp.,pterodroma sp. (cookilaria sp.),procellariiformes,procellariidae,,,shearwaters and petrels
6825,species,phopet1,phoenix petrel,pterodroma alba,procellariiformes,procellariidae,,,shearwaters and petrels
6826,species,venpet1,vanuatu petrel,pterodroma occulta,procellariiformes,procellariidae,,,shearwaters and petrels
6827,spuh,pterod,pterodroma sp.,pterodroma sp.,procellariiformes,procellariidae,,,shearwaters and petrels
6828,species,blupet1,blue petrel,halobaena caerulea,procellariiformes,procellariidae,,,shearwaters and petrels
6829,species,faipri1,fairy prion,pachyptila turtur,procellariiformes,procellariidae,,,shearwaters and petrels
6830,species,brbpri1,broad-billed prion,pachyptila vittata,procellariiformes,procellariidae,,,shearwaters and petrels
6831,species,salpri1,salvin's prion,pachyptila salvini,procellariiformes,procellariidae,,,shearwaters and petrels
6832,issf,salpri2,salvin's prion (salvin's),pachyptila salvini salvini,procellariiformes,procellariidae,,salpri1,shearwaters and petrels
6833,issf,salpri3,salvin's prion (macgillivray's),pachyptila salvini macgillivrayi,procellariiformes,procellariidae,,salpri1,shearwaters and petrels
6834,form,goupri1,gough prion (undescribed form),pachyptila [undescribed form],procellariiformes,procellariidae,,,shearwaters and petrels
6835,species,dovpri1,antarctic prion,pachyptila desolata,procellariiformes,procellariidae,,,shearwaters and petrels
6839,species,slbpri1,slender-billed prion,pachyptila belcheri,procellariiformes,procellariidae,,,shearwaters and petrels
6840,species,fulpri1,fulmar prion,pachyptila crassirostris,procellariiformes,procellariidae,,,shearwaters and petrels
6844,spuh,prion1,prion sp.,pachyptila sp.,procellariiformes,procellariidae,,,shearwaters and petrels
6845,species,bulpet,bulwer's petrel,bulweria bulwerii,procellariiformes,procellariidae,,,shearwaters and petrels
6846,species,joupet,jouanin's petrel,bulweria fallax,procellariiformes,procellariidae,,,shearwaters and petrels
6847,species,sshpet1,small st. helena petrel,bulweria bifax,procellariiformes,procellariidae,,,shearwaters and petrels
6848,species,fijpet1,fiji petrel,pseudobulweria macgillivrayi,procellariiformes,procellariidae,,,shearwaters and petrels
6849,species,maspet1,mascarene petrel,pseudobulweria aterrima,procellariiformes,procellariidae,,,shearwaters and petrels
6850,species,tahpet1,tahiti petrel,pseudobulweria rostrata,procellariiformes,procellariidae,,,shearwaters and petrels
6853,species,becpet1,beck's petrel,pseudobulweria becki,procellariiformes,procellariidae,,,shearwaters and petrels
6854,form,lavpet1,lava petrel (undescribed form),pseudobulweria [undescribed form],procellariiformes,procellariidae,,,shearwaters and petrels
6855,spuh,pseudo2,pseudobulweria sp.,pseudobulweria sp.,procellariiformes,procellariidae,,,shearwaters and petrels
6856,species,grapet,gray petrel,procellaria cinerea,procellariiformes,procellariidae,,,shearwaters and petrels
6857,species,whcpet1,white-chinned petrel,procellaria aequinoctialis,procellariiformes,procellariidae,,,shearwaters and petrels
6858,species,spepet1,spectacled petrel,procellaria conspicillata,procellariiformes,procellariidae,,,shearwaters and petrels
6859,species,parpet1,parkinson's petrel,procellaria parkinsoni,procellariiformes,procellariidae,,,shearwaters and petrels
6860,species,wespet1,westland petrel,procellaria westlandica,procellariiformes,procellariidae,,,shearwaters and petrels
6861,spuh,procel1,procellaria sp.,procellaria sp.,procellariiformes,procellariidae,,,shearwaters and petrels
6862,species,strshe,streaked shearwater,calonectris leucomelas,procellariiformes,procellariidae,,,shearwaters and petrels
6863,species,corshe,cory's shearwater,calonectris diomedea,procellariiformes,procellariidae,,,shearwaters and petrels
6864,issf,scoshe1,cory's shearwater (scopoli's),calonectris diomedea diomedea,procellariiformes,procellariidae,,corshe,shearwaters and petrels
6865,issf,corshe1,cory's shearwater (borealis),calonectris diomedea borealis,procellariiformes,procellariidae,,corshe,shearwaters and petrels
6866,species,cavshe1,cape verde shearwater,calonectris edwardsii,procellariiformes,procellariidae,,,shearwaters and petrels
6867,slash,y00676,cory's/cape verde shearwater,calonectris diomedea/edwardsii,procellariiformes,procellariidae,,,shearwaters and petrels
6868,species,pifshe,pink-footed shearwater,ardenna creatopus,procellariiformes,procellariidae,,,shearwaters and petrels
6869,species,flfshe,flesh-footed shearwater,ardenna carneipes,procellariiformes,procellariidae,,,shearwaters and petrels
6870,species,greshe,great shearwater,ardenna gravis,procellariiformes,procellariidae,,,shearwaters and petrels
6871,slash,y00606,cory's/great shearwater,calonectris diomedea/ardenna gravis,procellariiformes,procellariidae,,,shearwaters and petrels
6872,species,wetshe,wedge-tailed shearwater,ardenna pacifica,procellariiformes,procellariidae,,,shearwaters and petrels
6873,species,bulshe,buller's shearwater,ardenna bulleri,procellariiformes,procellariidae,,,shearwaters and petrels
6874,species,sooshe,sooty shearwater,ardenna grisea,procellariiformes,procellariidae,,,shearwaters and petrels
6875,species,shtshe,short-tailed shearwater,ardenna tenuirostris,procellariiformes,procellariidae,,,shearwaters and petrels
6876,slash,y00020,sooty/short-tailed shearwater,ardenna grisea/tenuirostris,procellariiformes,procellariidae,,,shearwaters and petrels
6877,species,chrshe,christmas shearwater,puffinus nativitatis,procellariiformes,procellariidae,,,shearwaters and petrels
6878,species,audshe3,galapagos shearwater,puffinus subalaris,procellariiformes,procellariidae,,,shearwaters and petrels
6879,form,galshe1,galapagos shearwater (dark-winged),puffinus subalaris (dark-winged),procellariiformes,procellariidae,,audshe3,shearwaters and petrels
6880,form,galshe2,galapagos shearwater (light-winged),puffinus subalaris (light-winged),procellariiformes,procellariidae,,audshe3,shearwaters and petrels
6881,species,manshe,manx shearwater,puffinus puffinus,procellariiformes,procellariidae,,,shearwaters and petrels
6882,species,levshe1,yelkouan shearwater,puffinus yelkouan,procellariiformes,procellariidae,,,shearwaters and petrels
6883,species,balshe1,balearic shearwater,puffinus mauretanicus,procellariiformes,procellariidae,,,shearwaters and petrels
6884,slash,medshe1,yelkouan/balearic shearwater,puffinus yelkouan/mauretanicus,procellariiformes,procellariidae,,,shearwaters and petrels
6885,species,hutshe1,hutton's shearwater,puffinus huttoni,procellariiformes,procellariidae,,,shearwaters and petrels
6886,species,troshe4,bannerman's shearwater,puffinus bannermani,procellariiformes,procellariidae,,,shearwaters and petrels
6887,species,towshe1,townsend's shearwater,puffinus auricularis,procellariiformes,procellariidae,,,shearwaters and petrels
6888,species,towshe2,newell's shearwater,puffinus newelli,procellariiformes,procellariidae,,,shearwaters and petrels
6889,slash,towshe,townsend's/newell's shearwater,puffinus auricularis/newelli,procellariiformes,procellariidae,,,shearwaters and petrels
6890,species,towshe3,rapa shearwater,puffinus myrtae,procellariiformes,procellariidae,,,shearwaters and petrels
6891,slash,y00931,newell's/rapa shearwater,puffinus newelli/myrtae,procellariiformes,procellariidae,,,shearwaters and petrels
6892,species,bryshe1,bryan's shearwater,puffinus bryani,procellariiformes,procellariidae,,,shearwaters and petrels
6893,species,bkvshe,black-vented shearwater,puffinus opisthomelas,procellariiformes,procellariidae,,,shearwaters and petrels
6894,species,flushe1,fluttering shearwater,puffinus gavia,procellariiformes,procellariidae,,,shearwaters and petrels
6895,slash,y00832,hutton's/fluttering shearwater,puffinus huttoni/gavia,procellariiformes,procellariidae,,,shearwaters and petrels
6896,species,litshe8,little shearwater,puffinus assimilis,procellariiformes,procellariidae,,,shearwaters and petrels
6897,issf,litshe3,little shearwater (tasman),puffinus assimilis assimilis,procellariiformes,procellariidae,,litshe8,shearwaters and petrels
6898,issf,litshe6,little shearwater (hauraki),puffinus assimilis haurakiensis,procellariiformes,procellariidae,,litshe8,shearwaters and petrels
6899,issf,litshe5,little shearwater (kermadec),puffinus assimilis kermadecensis,procellariiformes,procellariidae,,litshe8,shearwaters and petrels
6900,issf,litshe7,little shearwater (west australian),puffinus assimilis tunneyi,procellariiformes,procellariidae,,litshe8,shearwaters and petrels
6901,species,litshe4,subantarctic shearwater,puffinus elegans,procellariiformes,procellariidae,,,shearwaters and petrels
6902,slash,litshe,little/subantarctic shearwater,puffinus assimilis/elegans,procellariiformes,procellariidae,,,shearwaters and petrels
6903,species,litshe1,barolo shearwater,puffinus baroli,procellariiformes,procellariidae,,,shearwaters and petrels
6904,species,litshe2,boyd's shearwater,puffinus boydi,procellariiformes,procellariidae,,,shearwaters and petrels
6905,slash,y00714,barolo/boyd's shearwater (macaronesian shearwater),puffinus baroli/boydi,procellariiformes,procellariidae,,,shearwaters and petrels
6906,species,audshe,audubon's shearwater,puffinus lherminieri,procellariiformes,procellariidae,,,shearwaters and petrels
6909,species,troshe5,tropical shearwater,puffinus bailloni,procellariiformes,procellariidae,,,shearwaters and petrels
6910,issf,troshe2,tropical shearwater (mascarene),puffinus bailloni bailloni,procellariiformes,procellariidae,,troshe5,shearwaters and petrels
6911,issf,troshe3,tropical shearwater (indopacific),puffinus bailloni [dichrous group],procellariiformes,procellariidae,,troshe5,shearwaters and petrels
6915,slash,troshe1,bannerman's/tropical shearwater,puffinus bannermani/bailloni,procellariiformes,procellariidae,,,shearwaters and petrels
6916,species,pershe1,persian shearwater,puffinus persicus,procellariiformes,procellariidae,,,shearwaters and petrels
6919,species,heishe1,heinroth's shearwater,puffinus heinrothi,procellariiformes,procellariidae,,,shearwaters and petrels
6920,spuh,bawshe1,black-and-white shearwater sp.,puffinus sp. (black-and-white shearwater sp.),procellariiformes,procellariidae,,,shearwaters and petrels
6921,spuh,shearw,shearwater sp.,procellariidae sp. (shearwater sp.),procellariiformes,procellariidae,,,shearwaters and petrels
6922,species,pedpet1,peruvian diving-petrel,pelecanoides garnotii,procellariiformes,procellariidae,,,shearwaters and petrels
6923,species,codpet1,common diving-petrel,pelecanoides urinatrix,procellariiformes,procellariidae,,,shearwaters and petrels
6930,species,sgdpet1,south georgia diving-petrel,pelecanoides georgicus,procellariiformes,procellariidae,,,shearwaters and petrels
6933,species,madpet1,magellanic diving-petrel,pelecanoides magellani,procellariiformes,procellariidae,,,shearwaters and petrels
6934,spuh,diving1,diving-petrel sp.,pelecanoides sp.,procellariiformes,procellariidae,,,shearwaters and petrels
6935,spuh,procel2,procellariid sp.,procellariidae sp.,procellariiformes,procellariidae,,,shearwaters and petrels
6936,species,asiope1,asian openbill,anastomus oscitans,ciconiiformes,ciconiidae,storks,,storks
6937,species,afrope1,african openbill,anastomus lamelligerus,ciconiiformes,ciconiidae,,,storks
6940,species,blasto1,black stork,ciconia nigra,ciconiiformes,ciconiidae,,,storks
6941,species,abdsto1,abdim's stork,ciconia abdimii,ciconiiformes,ciconiidae,,,storks
6942,species,wonsto1,woolly-necked stork,ciconia episcopus,ciconiiformes,ciconiidae,,,storks
6943,issf,wonsto2,woolly-necked stork (african),ciconia episcopus microscelis,ciconiiformes,ciconiidae,,wonsto1,storks
6944,issf,wonsto3,woolly-necked stork (asian),ciconia episcopus episcopus/neglecta,ciconiiformes,ciconiidae,,wonsto1,storks
6947,species,stosto1,storm's stork,ciconia stormi,ciconiiformes,ciconiidae,,,storks
6948,species,magsto1,maguari stork,ciconia maguari,ciconiiformes,ciconiidae,,,storks
6949,species,whisto1,white stork,ciconia ciconia,ciconiiformes,ciconiidae,,,storks
6952,species,oristo1,oriental stork,ciconia boyciana,ciconiiformes,ciconiidae,,,storks
6953,spuh,ciconi1,ciconia sp.,ciconia sp.,ciconiiformes,ciconiidae,,,storks
6954,species,blnsto1,black-necked stork,ephippiorhynchus asiaticus,ciconiiformes,ciconiidae,,,storks
6957,species,sabsto1,saddle-billed stork,ephippiorhynchus senegalensis,ciconiiformes,ciconiidae,,,storks
6958,species,jabiru,jabiru,jabiru mycteria,ciconiiformes,ciconiidae,,,storks
6959,species,lesadj1,lesser adjutant,leptoptilos javanicus,ciconiiformes,ciconiidae,,,storks
6960,species,marsto1,marabou stork,leptoptilos crumenifer,ciconiiformes,ciconiidae,,,storks
6961,species,greadj1,greater adjutant,leptoptilos dubius,ciconiiformes,ciconiidae,,,storks
6962,slash,y00716,lesser/greater adjutant,leptoptilos javanicus/dubius,ciconiiformes,ciconiidae,,,storks
6963,species,woosto,wood stork,mycteria americana,ciconiiformes,ciconiidae,,,storks
6964,species,milsto1,milky stork,mycteria cinerea,ciconiiformes,ciconiidae,,,storks
6965,species,yebsto1,yellow-billed stork,mycteria ibis,ciconiiformes,ciconiidae,,,storks
6966,species,paisto1,painted stork,mycteria leucocephala,ciconiiformes,ciconiidae,,,storks
6967,hybrid,x00729,milky x painted stork (hybrid),mycteria cinerea x leucocephala,ciconiiformes,ciconiidae,,,storks
6968,slash,y01136,milky/painted stork,mycteria cinerea/leucocephala,ciconiiformes,ciconiidae,,,storks
6969,spuh,stork1,stork sp.,ciconiidae sp.,ciconiiformes,ciconiidae,,,storks
6970,species,lesfri,lesser frigatebird,fregata ariel,suliformes,fregatidae,"frigatebirds, boobies, and gannets",,frigatebirds
6971,issf,lesfri1,lesser frigatebird (lesser),fregata ariel ariel/iredalei,suliformes,fregatidae,,lesfri,frigatebirds
6974,issf,lesfri2,lesser frigatebird (trindade),fregata ariel trinitatis,suliformes,fregatidae,,lesfri,frigatebirds
6975,species,asifri1,ascension frigatebird,fregata aquila,suliformes,fregatidae,,,frigatebirds
6976,species,magfri,magnificent frigatebird,fregata magnificens,suliformes,fregatidae,,,frigatebirds
6979,species,chifri1,christmas island frigatebird,fregata andrewsi,suliformes,fregatidae,,,frigatebirds
6980,species,grefri,great frigatebird,fregata minor,suliformes,fregatidae,,,frigatebirds
6986,spuh,frigat,frigatebird sp.,fregata sp.,suliformes,fregatidae,,,frigatebirds
6987,species,masboo,masked booby,sula dactylatra,suliformes,sulidae,,,boobies and gannets
6992,species,nazboo1,nazca booby,sula granti,suliformes,sulidae,,,boobies and gannets
6993,slash,y00474,masked/nazca booby,sula dactylatra/granti,suliformes,sulidae,,,boobies and gannets
6994,species,bfoboo,blue-footed booby,sula nebouxii,suliformes,sulidae,,,boobies and gannets
6997,species,perboo1,peruvian booby,sula variegata,suliformes,sulidae,,,boobies and gannets
6998,species,brnboo,brown booby,sula leucogaster,suliformes,sulidae,,,boobies and gannets
6999,issf,brnboo1,brown booby (brewster's),sula leucogaster brewsteri,suliformes,sulidae,,brnboo,boobies and gannets
7000,issf,brnboo2,brown booby (atlantic),sula leucogaster leucogaster,suliformes,sulidae,,brnboo,boobies and gannets
7001,issf,brnboo3,brown booby (forster's),sula leucogaster plotus,suliformes,sulidae,,brnboo,boobies and gannets
7002,issf,brnboo4,brown booby (colombian),sula leucogaster etesiaca,suliformes,sulidae,,brnboo,boobies and gannets
7003,hybrid,x00782,masked x brown booby (hybrid),sula dactylatra x leucogaster,suliformes,sulidae,,,boobies and gannets
7004,hybrid,x00950,blue-footed x brown booby (hybrid),sula nebouxii x leucogaster,suliformes,sulidae,,,boobies and gannets
7005,species,refboo,red-footed booby,sula sula,suliformes,sulidae,,,boobies and gannets
7006,issf,refboo1,red-footed booby (atlantic),sula sula sula,suliformes,sulidae,,refboo,boobies and gannets
7007,issf,refboo2,red-footed booby (indopacific),sula sula rubripes,suliformes,sulidae,,refboo,boobies and gannets
7008,issf,refboo3,red-footed booby (eastern pacific),sula sula websteri,suliformes,sulidae,,refboo,boobies and gannets
7009,spuh,booby1,booby sp.,sula sp.,suliformes,sulidae,,,boobies and gannets
7010,species,abbboo2,abbott's booby,papasula abbotti,suliformes,sulidae,,,boobies and gannets
7011,species,norgan,northern gannet,morus bassanus,suliformes,sulidae,,,boobies and gannets
7012,species,capgan1,cape gannet,morus capensis,suliformes,sulidae,,,boobies and gannets
7013,species,ausgan1,australasian gannet,morus serrator,suliformes,sulidae,,,boobies and gannets
7014,spuh,sulid,sulid sp.,sulidae sp.,suliformes,sulidae,,,boobies and gannets
7015,species,anhing,anhinga,anhinga anhinga,suliformes,anhingidae,cormorants and anhingas,,anhingas
7018,species,darter3,african darter,anhinga rufa,suliformes,anhingidae,,,anhingas
7021,species,darter2,oriental darter,anhinga melanogaster,suliformes,anhingidae,,,anhingas
7022,species,darter4,australasian darter,anhinga novaehollandiae,suliformes,anhingidae,,,anhingas
7023,species,lipcor1,little pied cormorant,microcarbo melanoleucos,suliformes,phalacrocoracidae,,,cormorants and shags
7027,species,lotcor1,long-tailed cormorant,microcarbo africanus,suliformes,phalacrocoracidae,,,cormorants and shags
7030,species,crocor1,crowned cormorant,microcarbo coronatus,suliformes,phalacrocoracidae,,,cormorants and shags
7031,species,litcor1,little cormorant,microcarbo niger,suliformes,phalacrocoracidae,,,cormorants and shags
7032,species,pygcor2,pygmy cormorant,microcarbo pygmaeus,suliformes,phalacrocoracidae,,,cormorants and shags
7033,species,relcor1,red-legged cormorant,poikilocarbo gaimardi,suliformes,phalacrocoracidae,,,cormorants and shags
7034,species,bracor,brandt's cormorant,urile penicillatus,suliformes,phalacrocoracidae,,,cormorants and shags
