taxon_order,category,species_code,primary_com_name,sci_name,order,family,species_group,report_as,family_common
405,species,rintea1,ringed teal,callonetta leucophrys,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
406,species,wooduc,wood duck,aix sponsa,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
407,hybrid,x00940,common shelduck x wood duck (hybrid),tadorna tadorna x aix sponsa,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
408,species,manduc,mandarin duck,aix galericulata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
409,hybrid,x00833,wood x mandarin duck (hybrid),aix sponsa x galericulata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
410,species,manduc1,maned duck,chenonetta jubata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
411,species,finduc1,finsch's duck,chenonetta finschi,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
412,species,bratea1,brazilian teal,amazonetta brasiliensis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
415,species,bluduc1,blue duck,hymenolaimus malacorhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
416,species,torduc1,torrent duck,merganetta armata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
423,species,saltea1,salvadori's teal,salvadorina waigiuensis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
424,species,baitea,baikal teal,sibirionetta formosa,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
425,species,gargan,garganey,spatula querquedula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
426,species,hottea1,blue-billed teal,spatula hottentota,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
427,species,siltea1,silver teal,spatula versicolor,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
430,species,puntea1,puna teal,spatula puna,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
431,species,buwtea,blue-winged teal,spatula discors,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
432,species,cintea,cinnamon teal,spatula cyanoptera,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
438,hybrid,bwxtea1,blue-winged x cinnamon teal (hybrid),spatula discors x cyanoptera,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
439,slash,y00314,blue-winged/cinnamon teal,spatula discors/cyanoptera,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
440,species,redsho1,red shoveler,spatula platalea,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
441,species,capsho1,cape shoveler,spatula smithii,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
442,species,aussho1,australian shoveler,spatula rhynchotis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
443,species,norsho,northern shoveler,spatula clypeata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
444,hybrid,x00836,garganey x northern shoveler (hybrid),spatula querquedula x clypeata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
445,hybrid,x00629,blue-winged teal x northern shoveler (hybrid),spatula discors x clypeata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
446,hybrid,x00630,cinnamon teal x northern shoveler (hybrid),spatula cyanoptera x clypeata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
447,species,gadwal,gadwall,mareca strepera,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
448,issf,gadwal1,gadwall (common),mareca strepera strepera,anseriformes,anatidae,,gadwal,"ducks, geese, and waterfowl"
449,issf,gadwal2,gadwall (coues's),mareca strepera couesi,anseriformes,anatidae,,gadwal,"ducks, geese, and waterfowl"
450,hybrid,x00457,northern shoveler x gadwall (hybrid),spatula clypeata x mareca strepera,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
451,species,falduc,falcated duck,mareca falcata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
452,hybrid,x00368,baikal teal x falcated duck (hybrid),sibirionetta formosa x mareca falcata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
453,hybrid,x00369,gadwall x falcated duck (hybrid),mareca strepera x falcata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
454,species,eurwig,eurasian wigeon,mareca penelope,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
455,hybrid,x00723,gadwall x eurasian wigeon (hybrid),mareca strepera x penelope,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
456,species,amewig,american wigeon,mareca americana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
457,hybrid,x00877,wood duck x american wigeon (hybrid),aix sponsa x mareca americana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
458,hybrid,x00370,blue-winged teal x american wigeon (hybrid),spatula discors x mareca americana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
459,hybrid,x00777,northern shoveler x american wigeon (hybrid),spatula clypeata x mareca americana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
460,hybrid,x00724,gadwall x american wigeon (hybrid),mareca strepera x americana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
461,hybrid,x00421,eurasian x american wigeon (hybrid),mareca penelope x americana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
462,slash,y00670,eurasian/american wigeon,mareca penelope/americana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
463,species,chiwig1,chiloe wigeon,mareca sibilatrix,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
464,species,amsduc1,amsterdam duck,mareca marecula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
465,species,afbduc1,african black duck,anas sparsa,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
468,species,yebduc1,yellow-billed duck,anas undulata,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
471,species,melduc1,meller's duck,anas melleri,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
472,species,pabduc1,pacific black duck,anas superciliosa,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
475,species,layduc,laysan duck,anas laysanensis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
476,species,hawduc,hawaiian duck,anas wyvilliana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
477,species,phiduc1,philippine duck,anas luzonica,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
478,species,isbduc1,indian spot-billed duck,anas poecilorhyncha,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
481,species,spbduc,eastern spot-billed duck,anas zonorhyncha,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
482,slash,y00830,indian/eastern spot-billed duck,anas poecilorhyncha/zonorhyncha,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
483,species,mallar3,mallard,anas platyrhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
486,domestic,mallar2,mallard (domestic type),anas platyrhynchos (domestic type),anseriformes,anatidae,,,"ducks, geese, and waterfowl"
487,hybrid,mdxmal1,muscovy duck x mallard (hybrid),cairina moschata x anas platyrhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
488,hybrid,x00205,wood duck x mallard (hybrid),aix sponsa x anas platyrhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
489,hybrid,x00612,northern shoveler x mallard (hybrid),spatula clypeata x anas platyrhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
490,hybrid,x00420,gadwall x mallard (hybrid),mareca strepera x anas platyrhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
491,hybrid,x00647,eurasian wigeon x mallard (hybrid),mareca penelope x anas platyrhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
492,hybrid,x00611,american wigeon x mallard (hybrid),mareca americana x anas platyrhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
493,hybrid,x00760,yellow-billed duck x mallard (hybrid),anas undulata x platyrhynchos,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
494,hybrid,x00458,mallard x pacific black duck (hybrid),anas platyrhynchos x superciliosa,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
495,hybrid,x00423,mallard x hawaiian duck (hybrid),anas platyrhynchos x wyvilliana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
496,hybrid,x00834,mallard x indian spot-billed duck (hybrid),anas platyrhynchos x poecilorhyncha,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
497,hybrid,x00835,mallard x eastern spot-billed duck (hybrid),anas platyrhynchos x zonorhyncha,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
498,slash,y01128,mallard/pacific black duck,anas platyrhynchos/superciliosa,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
499,slash,y01129,mallard/hawaiian duck,anas platyrhynchos/wyvilliana,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
500,slash,y01130,mallard/indian spot-billed duck,anas platyrhynchos/poecilorhyncha,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
501,slash,y01131,mallard/eastern spot-billed duck,anas platyrhynchos/zonorhyncha,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
502,species,mexduc,mexican duck,anas diazi,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
503,hybrid,mallar4,mallard x mexican duck (hybrid),anas platyrhynchos x diazi,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
504,slash,mallar,mallard/mexican duck,anas platyrhynchos/diazi,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
505,species,ambduc,american black duck,anas rubripes,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
506,hybrid,x00941,american wigeon x american black duck (hybrid),mareca americana x anas rubripes,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
507,hybrid,x00004,mallard x american black duck (hybrid),anas platyrhynchos x rubripes,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
508,slash,y00600,mallard/american black duck,anas platyrhynchos/rubripes,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
509,species,motduc,mottled duck,anas fulvigula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
510,issf,motduc1,mottled duck (florida),anas fulvigula fulvigula,anseriformes,anatidae,,motduc,"ducks, geese, and waterfowl"
511,issf,motduc2,mottled duck (gulf coast),anas fulvigula maculosa,anseriformes,anatidae,,motduc,"ducks, geese, and waterfowl"
512,hybrid,x00422,mallard x mottled duck (hybrid),anas platyrhynchos x fulvigula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
513,slash,y00632,mallard/mottled duck,anas platyrhynchos/fulvigula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
514,hybrid,y01098,mallard x mexican/mottled duck (hybrid),anas platyrhynchos x diazi/fulvigula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
515,hybrid,x00922,mexican x mottled duck (hybrid),anas diazi x fulvigula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
516,slash,y01099,mexican/mottled duck,anas diazi/fulvigula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
517,slash,y00633,american black/mottled duck,anas rubripes/fulvigula,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
518,species,captea1,cape teal,anas capensis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
519,species,whcpin,white-cheeked pintail,anas bahamensis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
520,issf,whcpin1,white-cheeked pintail (white-cheeked),anas bahamensis bahamensis/rubrirostris,anseriformes,anatidae,,whcpin,"ducks, geese, and waterfowl"
523,issf,whcpin2,white-cheeked pintail (galapagos),anas bahamensis galapagensis,anseriformes,anatidae,,whcpin,"ducks, geese, and waterfowl"
524,hybrid,x00778,mallard x white-cheeked pintail (hybrid),anas platyrhynchos x bahamensis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
525,species,rebduc1,red-billed duck,anas erythrorhyncha,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
526,species,norpin,northern pintail,anas acuta,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
527,hybrid,x00837,baikal teal x northern pintail (hybrid),sibirionetta formosa x anas acuta,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
528,hybrid,x00610,gadwall x northern pintail (hybrid),mareca strepera x anas acuta,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
529,hybrid,x00761,eurasian wigeon x northern pintail (hybrid),mareca penelope x anas acuta,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
530,hybrid,x00196,american wigeon x northern pintail (hybrid),mareca americana x anas acuta,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
531,hybrid,x00628,mallard x northern pintail (hybrid),anas platyrhynchos x acuta,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
532,hybrid,x00674,american black duck x northern pintail (hybrid),anas rubripes x acuta,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
533,species,eatpin1,eaton's pintail,anas eatoni,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
536,species,yebpin1,yellow-billed pintail,anas georgica,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
537,issf,yebpin2,yellow-billed pintail (south georgia),anas georgica georgica,anseriformes,anatidae,,yebpin1,"ducks, geese, and waterfowl"
538,issf,yebpin3,yellow-billed pintail (south american),anas georgica spinicauda/niceforoi,anseriformes,anatidae,,yebpin1,"ducks, geese, and waterfowl"
541,species,gnwtea,green-winged teal,anas crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
542,issf,egwtea1,green-winged teal (eurasian),anas crecca crecca,anseriformes,anatidae,,gnwtea,"ducks, geese, and waterfowl"
543,issf,agwtea1,green-winged teal (american),anas crecca carolinensis,anseriformes,anatidae,,gnwtea,"ducks, geese, and waterfowl"
544,intergrade,gnwtea1,green-winged teal (eurasian x american),anas crecca crecca x carolinensis,anseriformes,anatidae,,gnwtea,"ducks, geese, and waterfowl"
545,hybrid,x00371,garganey x green-winged teal (hybrid),spatula querquedula x anas crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
546,slash,y00766,garganey/green-winged teal,spatula querquedula/anas crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
547,hybrid,x00673,blue-winged x green-winged teal (hybrid),spatula discors x anas crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
548,hybrid,x00763,cinnamon x green-winged teal (hybrid),spatula cyanoptera x anas crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
549,hybrid,x00762,gadwall x green-winged teal (hybrid),mareca strepera x anas crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
550,hybrid,x00372,eurasian wigeon x green-winged teal (hybrid),mareca penelope x anas crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
551,hybrid,x00646,american wigeon x green-winged teal (hybrid),mareca americana x anas crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
552,hybrid,x00670,mallard x green-winged teal (hybrid),anas platyrhynchos x crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
553,hybrid,x00725,northern pintail x green-winged teal (hybrid),anas acuta x crecca,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
554,species,spetea3,andean teal,anas andium,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
555,issf,andtea2,andean teal (merida),anas andium altipetens,anseriformes,anatidae,,spetea3,"ducks, geese, and waterfowl"
556,issf,andtea3,andean teal (andean),anas andium andium,anseriformes,anatidae,,spetea3,"ducks, geese, and waterfowl"
557,species,yebtea1,yellow-billed teal,anas flavirostris,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
558,issf,spetea2,yellow-billed teal (flavirostris),anas flavirostris flavirostris,anseriformes,anatidae,,yebtea1,"ducks, geese, and waterfowl"
559,issf,spetea4,yellow-billed teal (oxyptera),anas flavirostris oxyptera,anseriformes,anatidae,,yebtea1,"ducks, geese, and waterfowl"
560,slash,y00367,yellow-billed pintail/yellow-billed teal,anas georgica/flavirostris,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
561,slash,spetea1,andean/yellow-billed teal,anas andium/flavirostris,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
562,species,mauduc1,mauritius duck,anas theodori,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
563,species,andtea1,andaman teal,anas albogularis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
564,species,suntea1,sunda teal,anas gibberifrons,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
565,species,gretea1,gray teal,anas gracilis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
568,hybrid,x00926,pacific black duck x gray teal (hybrid),anas superciliosa x gracilis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
569,species,chetea1,chestnut teal,anas castanea,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
570,hybrid,x00925,pacific black duck x chestnut teal (hybrid),anas superciliosa x castanea,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
571,hybrid,x00913,gray x chestnut teal (hybrid),anas gracilis x castanea,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
572,slash,y00368,gray/chestnut teal,anas gracilis/castanea,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
573,species,bertea1,bernier's teal,anas bernieri,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
574,species,auitea1,auckland islands teal,anas aucklandica,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
575,species,caitea1,campbell islands teal,anas nesiotis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
576,species,brotea1,brown teal,anas chlorotis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
577,hybrid,x00878,mallard x brown teal (hybrid),anas platyrhynchos x chlorotis,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
578,spuh,anas1,anas sp.,anas sp.,anseriformes,anatidae,,,"ducks, geese, and waterfowl"
579,spuh,teal,teal sp.,anatidae sp. (teal sp.),anseriformes,anatidae,,,"ducks, geese, and waterfowl"
580,spuh,dabduc1,dabbling duck sp.,anatidae sp. (dabbling duck sp.),anseriformes,anatidae,,,"ducks, geese, and waterfowl"
